entropy,add_num_nodes,add_num_edges,add_avg_in_degree,add_avg_out_degree,add_max_degree,add_sum_degree,add_avg_degree,del_num_nodes,del_num_edges,contains_bug
0,8,9,1.125,1.125,6,18,2,8,9,FALSE
0,14,20,1.4286,1.4286,7,40,2,9,10,FALSE
1.428276786,17,27,1.5882,1.5882,10,54,3,11,15,FALSE
1.752715279,21,34,1.619,1.619,10,68,3,19,27,FALSE
0,17,23,1.3529,1.3529,8,46,2,7,8,FALSE
0,20,32,1.6,1.6,10,64,3,8,9,FALSE
0,22,32,1.4545,1.4545,11,64,2,29,54,FALSE
0,10,14,1.4,1.4,7,28,2,10,14,FALSE
2.30134844,18,28,1.5556,1.5556,8,56,3,18,28,FALSE
0.672294817,10,13,1.3,1.3,6,26,2,10,13,FALSE
0,10,9,0.9,0.9,3,18,1,11,10,FALSE
0,14,17,1.2143,1.2143,7,34,2,4,3,FALSE
0.98285869,24,45,1.875,1.875,12,90,3,19,30,FALSE
0.787126586,19,29,1.5263,1.5263,8,58,3,0,0,FALSE
0.999525689,13,17,1.3077,1.3077,7,34,2,15,21,FALSE
1.904523067,15,22,1.4667,1.4667,7,44,2,15,21,FALSE
0,7,6,0.8571,0.8571,4,12,1,5,6,FALSE
1.360599683,17,24,1.4118,1.4118,9,48,2,14,19,FALSE
2.467460507,30,56,1.8667,1.8667,12,112,3,37,72,FALSE
2.459147917,21,29,1.381,1.381,7,58,2,25,42,FALSE
1.44664796,19,27,1.4211,1.4211,9,54,2,18,24,FALSE
0,16,26,1.625,1.625,9,52,3,16,26,FALSE
1.904523067,15,22,1.4667,1.4667,7,44,2,15,21,FALSE
0,12,15,1.25,1.25,7,30,2,19,29,FALSE
0.99107606,12,17,1.4167,1.4167,8,34,2,8,11,FALSE
2.553976712,7,8,1.1429,1.1429,5,16,2,3,2,FALSE
0,17,26,1.5294,1.5294,9,52,3,22,40,FALSE
1.438758681,12,12,1,1,5,24,2,11,9,FALSE
0,22,34,1.5455,1.5455,9,68,3,20,30,FALSE
0,16,23,1.4375,1.4375,7,46,2,16,23,FALSE
0,3,2,0.6667,0.6667,2,4,1,3,2,FALSE
0,9,12,1.3333,1.3333,7,24,2,2,1,FALSE
0.721928095,11,11,1,1,6,22,2,6,6,FALSE
0,12,17,1.4167,1.4167,7,34,2,12,17,FALSE
1.702589796,25,40,1.6,1.6,9,80,3,14,19,FALSE
0,13,17,1.3077,1.3077,7,34,2,5,6,FALSE
1.584962501,3,2,0.6667,0.6667,2,4,1,4,3,FALSE
1.82211915,19,26,1.3684,1.3684,6,52,2,18,23,FALSE
4.949564674,0,0,0,0,0,0,0,0,0,FALSE
1.166825085,18,30,1.6667,1.6667,8,60,3,22,35,FALSE
2.1028636,17,25,1.4706,1.4706,9,50,2,34,61,FALSE
0,17,23,1.3529,1.3529,8,46,2,7,8,FALSE
0.764204507,18,28,1.5556,1.5556,11,56,3,17,23,FALSE
1.752715279,5,5,1,1,4,10,2,3,4,FALSE
1.959013449,33,78,2.3636,2.3636,19,156,4,33,78,FALSE
1.936378768,19,28,1.4737,1.4737,11,56,2,13,23,FALSE
1.584962501,3,2,0.6667,0.6667,2,4,1,4,3,FALSE
0,14,20,1.4286,1.4286,7,40,2,9,10,FALSE
0.522559375,20,32,1.6,1.6,12,64,3,10,14,FALSE
0,4,3,0.75,0.75,3,6,1,4,3,FALSE
3.407264955,8,8,1,1,5,16,2,36,72,FALSE
0,17,22,1.2941,1.2941,9,44,2,7,9,FALSE
0,10,12,1.2,1.2,4,24,2,11,15,FALSE
0,12,15,1.25,1.25,6,30,2,3,2,FALSE
3.111304857,31,71,2.2903,2.2903,17,142,4,31,71,FALSE
0,13,16,1.2308,1.2308,7,32,2,11,14,FALSE
5.360380913,10,11,1.1,1.1,6,22,2,41,90,FALSE
3.179710196,8,8,1,1,4,16,2,8,8,FALSE
0.524686059,35,66,1.8857,1.8857,14,132,3,37,72,FALSE
0.970950594,10,13,1.3,1.3,8,26,2,14,21,FALSE
0,6,5,0.8333,0.8333,3,10,2,0,0,FALSE
2.333206219,21,32,1.5238,1.5238,10,64,3,19,31,FALSE
0,12,15,1.25,1.25,6,30,2,3,2,FALSE
0,17,26,1.5294,1.5294,9,52,3,22,40,FALSE
0,13,21,1.6154,1.6154,7,42,3,13,21,FALSE
1.493688758,27,56,2.0741,2.0741,13,112,4,27,54,FALSE
0.524686059,35,66,1.8857,1.8857,14,132,3,37,72,FALSE
0.672294817,10,13,1.3,1.3,6,26,2,10,13,FALSE
1.438758681,12,12,1,1,5,24,2,11,9,FALSE
3.692870654,13,19,1.4615,1.4615,9,38,2,44,102,FALSE
2.333206219,21,32,1.5238,1.5238,10,64,3,19,31,FALSE
0.787126586,13,19,1.4615,1.4615,7,38,2,3,2,FALSE
1.370950594,13,16,1.2308,1.2308,9,32,2,14,17,FALSE
0,18,33,1.8333,1.8333,11,66,3,4,4,FALSE
0.182605877,4,4,1,1,3,8,2,7,7,FALSE
4.949564674,0,0,0,0,0,0,0,0,0,FALSE
0,6,5,0.8333,0.8333,5,10,2,6,5,FALSE
0,6,9,1.5,1.5,6,18,3,6,9,FALSE
1.106256103,7,7,1,1,4,14,2,7,7,FALSE
0,8,8,1,1,4,16,2,9,9,FALSE
0,21,31,1.4762,1.4762,8,62,2,18,25,FALSE
1.515727327,12,18,1.5,1.5,8,36,3,10,12,FALSE
0.503258335,18,31,1.7222,1.7222,10,62,3,18,31,FALSE
