f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,contains_bug
24,2,0,0,0,0,0,0,0,3,FALSE
40,5,0,0,0,0,0,0,0,9,FALSE
23,3,40,178.38,28.63,1111.43,61.75,17,22,5,TRUE
7,2,25,102.19,26.54,393.42,21.86,5,14,3,FALSE
113,12,0,0,0,0,0,0,0,23,TRUE
22,2,73,343.13,43.21,2724.87,151.38,17,43,3,TRUE
9,2,34,146.95,25.66,841.6,46.76,5,20,3,FALSE
51,9,180,1080,55.99,20833.95,1157.44,37,101,17,FALSE
116,22,305,1905.62,64.58,56233.71,3124.09,84,169,43,FALSE
94,5,208,1202.52,46.36,31194.86,1733.05,53,124,8,TRUE
25,5,65,322.02,22.15,4681.72,260.1,18,44,9,TRUE
27,6,94,496.83,26.22,9413.58,522.98,23,58,11,TRUE
33,3,0,0,0,0,0,0,0,5,TRUE
13,3,19,74.23,16.5,334.04,18.56,9,13,5,FALSE
11,4,0,0,0,0,0,0,0,7,FALSE
41,11,0,0,0,0,0,0,0,21,FALSE
47,11,143,775.96,24.99,24093.43,1338.52,37,89,20,TRUE
32,4,63,306.05,18,5202.9,289.05,24,39,7,FALSE
60,11,113,518.1,15.1,17770.86,987.27,37,64,21,TRUE
48,7,169,905.43,27.16,30180.88,1676.72,34,99,13,TRUE
111,6,352,2231.63,151.86,32795.22,1821.96,81,183,11,FALSE
26,10,79,371.33,10.65,12950.3,719.46,18,48,19,FALSE
50,11,0,0,0,0,0,0,0,21,TRUE
131,21,424,2745.71,72.71,103683.28,5760.18,113,244,41,TRUE
19,3,52,244.42,17.07,3499.69,194.43,15,31,5,FALSE
77,9,207,1196.74,39.89,35902.24,1994.57,46,135,17,TRUE
67,11,211,1165.47,30.64,44336.48,2463.14,46,128,15,TRUE
37,6,94,485.97,24.69,9565.99,531.44,28,50,11,TRUE
6,1,12,41.51,13.84,124.54,6.92,3,7,1,TRUE
116,18,0,0,0,0,0,0,0,35,TRUE
288,4,1294,9129.54,182.59,456476.77,25359.82,221,729,7,TRUE
19,2,77,377.83,25.4,5620.23,312.23,13,43,3,FALSE
16,2,77,409.79,47.28,3551.5,197.31,14,41,3,FALSE
23,3,80,428.6,30.08,6107.61,339.31,21,47,5,FALSE
49,2,252,1198.23,23.1,62158.27,3453.24,41,169,3,TRUE
9,2,29,113.3,19.92,644.39,35.8,7,16,3,TRUE
4,1,0,0,0,0,0,0,0,1,FALSE
42,8,142,784.35,32.89,18703.63,1039.08,26,80,15,FALSE
16,1,38,166.91,78.82,353.45,19.64,8,20,1,FALSE
28,8,150,792.81,31.38,20028.89,1112.72,23,102,15,TRUE
41,7,113,613.17,40.76,9223.07,512.39,25,75,13,TRUE
6,1,14,48.43,11.07,211.89,11.77,3,9,1,FALSE
4,1,9,27,10.8,67.5,3.75,2,6,1,FALSE
39,10,157,785,22.52,27359.56,1519.98,28,78,19,TRUE
18,2,0,0,0,0,0,0,0,3,FALSE
44,11,94,500.26,39.81,6285.89,349.22,36,60,12,TRUE
11,2,23,94.01,14.65,603.24,33.51,9,16,3,FALSE
13,4,31,121.11,8.01,1831.84,101.77,9,20,7,FALSE
40,4,111,582.52,42.27,8027.12,445.95,29,58,7,FALSE
21,7,86,404.24,29.01,5632.38,312.91,18,48,13,TRUE
4,1,6,15.51,7.75,31.02,1.72,2,4,1,TRUE
44,5,0,0,0,0,0,0,0,9,TRUE
10,2,29,123.19,13.78,1101.01,61.17,7,16,3,FALSE
264,4,1211,8866.85,295.05,266464.28,14803.57,251,630,7,FALSE
78,13,347,2006.13,36.73,109584.95,6088.05,51,195,25,TRUE
90,14,0,0,0,0,0,0,0,27,TRUE
56,15,125,655.99,34.48,12479.45,693.3,37,78,29,FALSE
20,3,39,173.92,14.2,2130.49,118.36,14,25,5,TRUE
185,41,0,0,0,0,0,0,0,81,TRUE
34,5,0,0,0,0,0,0,0,9,TRUE
4,1,4,8,5.33,12,0.67,2,3,1,FALSE
4,1,4,8,5.33,12,0.67,2,3,1,FALSE
59,1,265,1471.97,59.42,36466.77,2025.93,37,169,1,TRUE
26,1,156,765.47,85.05,6889.27,382.74,20,84,1,TRUE
23,11,126,646.29,30.1,13878.22,771.01,20,75,21,FALSE
120,16,332,1910.62,42.11,86694.5,4816.36,82,200,31,FALSE
13,3,47,209.59,16.63,2640.88,146.72,9,26,5,FALSE
33,1,104,515.24,124.62,2130.3,118.35,22,61,1,TRUE
18,2,45,197.65,23.96,1630.65,90.59,12,30,3,TRUE
28,4,0,0,0,0,0,0,0,7,TRUE
4,1,8,24,9.6,60,3.33,2,5,1,TRUE
4,1,4,8,5.33,12,0.67,2,3,1,FALSE
34,16,134,670,23.51,19095,1060.83,29,96,31,TRUE
59,10,264,1634.11,83.22,32088.05,1782.67,48,144,19,TRUE
9,1,31,126.71,17.74,905.08,50.28,5,21,1,TRUE
25,5,65,312.48,25.75,3791.4,210.63,16,37,9,FALSE
24,2,75,371.56,25.8,5350.53,297.25,17,48,3,FALSE
13,3,32,130.8,15.5,1103.61,61.31,10,17,5,TRUE
23,6,36,160.54,27.28,944.71,52.48,9,19,11,TRUE
158,18,0,0,0,0,0,0,0,35,TRUE
147,21,380,2402.33,75.4,76543.29,4252.4,115,215,41,TRUE
44,10,112,596.06,31,11460.53,636.7,34,65,19,FALSE
165,16,0,0,0,0,0,0,0,31,TRUE
22,3,64,285.4,15.86,5137.27,285.4,14,34,5,FALSE
24,28,0,0,0,0,0,0,0,55,FALSE
34,9,110,539.76,31.75,9175.89,509.77,20,76,17,TRUE
27,2,39,171.3,38.07,770.85,42.83,18,21,3,TRUE
39,2,145,731.44,68.23,7841.01,435.61,28,78,3,FALSE
104,13,381,2250.53,39.57,127998.63,7111.03,88,251,22,TRUE
64,13,185,1105.8,43.11,28362.19,1575.68,44,118,25,TRUE
29,13,0,0,0,0,0,0,0,25,FALSE
39,3,117,638.75,46.6,8755.33,486.41,28,64,5,TRUE
42,4,134,740.16,36.91,14844.27,824.68,35,77,7,FALSE
28,4,0,0,0,0,0,0,0,7,FALSE
31,3,88,451.38,50.5,4034.18,224.12,23,49,5,TRUE
4,1,7,19.65,9.83,39.3,2.18,2,4,1,FALSE
4,1,4,8,8,8,0.44,2,2,1,FALSE
5,1,17,60.94,17.41,213.31,11.85,3,10,1,FALSE
19,2,43,194.51,34.73,1089.27,60.52,12,22,3,TRUE
4,1,5,11.61,7.74,17.41,0.97,2,3,1,FALSE
52,4,166,946.27,39.91,22435.83,1246.43,35,97,7,FALSE
113,9,278,1661.68,60.13,45919.21,2551.07,82,175,17,FALSE
5,1,10,30,15,60,3.33,3,6,1,TRUE
54,3,194,1121.58,53,23735.14,1318.62,43,107,5,TRUE
24,3,43,185.84,36.33,950.66,52.81,18,24,5,FALSE
8,2,15,49.83,8.54,290.67,16.14,4,10,3,FALSE
19,5,32,142.7,14.83,1373.5,76.31,10,21,9,TRUE
8,2,17,64.73,18.49,226.54,12.59,6,10,3,TRUE
39,3,129,686.53,47.22,9981.07,554.5,28,75,5,FALSE
46,4,129,691.12,33.07,14441.62,802.31,35,70,7,FALSE
23,2,79,391.38,36.45,4202.2,233.46,18,45,3,TRUE
31,4,41,187.98,20.89,1691.85,93.99,14,23,7,TRUE
47,2,199,860.06,11.34,65221.5,3623.42,32,134,3,FALSE
81,12,0,0,0,0,0,0,0,23,FALSE
47,10,0,0,0,0,0,0,0,19,TRUE
252,69,1427,9309.12,82.19,1054328.69,58573.82,234,852,137,TRUE
11,1,32,133.44,38.13,467.03,25.95,4,18,1,FALSE
102,21,371,2250.52,71.45,70891.35,3938.41,67,233,41,TRUE
23,4,120,620.39,29.26,13152.29,730.68,18,67,7,FALSE
31,7,113,616.92,27.42,13880.6,771.14,28,68,13,TRUE
16,2,27,102.8,22.84,462.59,25.7,13,15,3,FALSE
4,1,7,19.65,7.86,49.13,2.73,2,5,1,TRUE
4,1,10,31.7,12.68,79.25,4.4,2,6,1,FALSE
149,35,521,3160.43,46.36,215448.99,11969.39,130,306,69,FALSE
44,8,0,0,0,0,0,0,0,15,TRUE
77,10,269,1459.67,47.37,44979.31,2498.85,48,165,19,TRUE
18,3,0,0,0,0,0,0,0,5,FALSE
64,13,211,1256.34,41.88,37690.06,2093.88,54,116,25,TRUE
4,1,5,11.61,7.74,17.41,0.97,2,3,1,FALSE
31,12,131,743.09,44.3,12464.7,692.48,27,79,23,TRUE
47,8,161,922.2,59.15,14378.96,798.83,40,82,15,TRUE
10,2,27,105.49,11.72,949.37,52.74,7,15,3,FALSE
55,3,215,1237.3,68.18,22455.34,1247.52,40,136,5,FALSE
14,2,37,154.29,15.43,1542.87,85.72,11,27,3,FALSE
28,9,118,595.24,14.79,23958.35,1331.02,24,72,17,TRUE
16,2,32,135.93,15.86,1165.15,64.73,10,22,3,TRUE
22,5,62,276.48,17.28,4423.76,245.76,13,30,9,TRUE
25,9,101,551.4,24.56,12380.3,687.79,14,60,17,FALSE
13,3,30,117.21,14.21,966.96,53.72,5,19,5,TRUE
43,8,133,687.6,30.14,15688.14,871.56,29,82,15,FALSE
15,4,29,123.19,11.06,1372.69,76.26,11,16,7,FALSE
69,4,103,500.37,45.27,5530.43,307.25,41,61,7,TRUE
125,15,0,0,0,0,0,0,0,29,TRUE
65,16,0,0,0,0,0,0,0,31,TRUE
86,20,0,0,0,0,0,0,0,39,TRUE
31,7,60,294.41,17.04,5085.32,282.52,16,40,13,TRUE
97,33,462,2424.54,21.37,275104.76,15283.6,53,314,65,TRUE
5,1,17,62.91,25.16,157.27,8.74,3,9,1,FALSE
16,2,66,228.32,9,5793.68,321.87,13,37,3,FALSE
95,34,0,0,0,0,0,0,0,67,TRUE
9,2,16,62.51,13.89,281.3,15.63,4,10,3,FALSE
13,5,55,255.41,21.28,3064.95,170.27,10,29,9,FALSE
17,5,44,190.16,17.29,2091.81,116.21,13,26,9,TRUE
36,3,123,650.1,36.65,11532.29,640.68,26,72,5,FALSE
13,2,35,153.73,27.33,864.74,48.04,11,20,3,FALSE
17,3,42,189.99,20.49,1761.72,97.87,13,25,5,TRUE
25,1,61,279.68,29.44,2656.99,147.61,12,42,1,FALSE
15,2,0,0,0,0,0,0,0,3,FALSE
351,30,676,4366.58,90.41,210905.61,11716.98,223,403,59,TRUE
14,1,39,156,15.6,1560,86.67,9,27,1,FALSE
12,4,45,203.56,23.38,1772.67,98.48,8,26,7,TRUE
18,1,47,209.59,31.87,1378.48,76.58,10,28,1,FALSE
72,16,144,761.1,132.89,4359.02,242.17,65,81,31,TRUE
11,2,19,68.11,12.16,381.44,21.19,7,11,3,FALSE
143,18,517,3249.55,82.71,127668.88,7092.72,109,273,35,FALSE
4,1,5,11.61,7.74,17.41,0.97,2,3,1,FALSE
37,4,116,580,31.3,10747.06,597.06,23,74,7,FALSE
116,13,292,1909.43,83.4,43717.5,2428.75,100,174,23,TRUE
80,10,0,0,0,0,0,0,0,19,FALSE
28,3,61,290.05,34.01,2473.94,137.44,20,32,5,FALSE
32,3,73,371.38,64.48,2139.18,118.84,20,41,5,TRUE
25,4,111,582.52,29.87,11359.14,631.06,19,72,7,TRUE
22,2,87,413.68,34.27,4993.65,277.43,15,61,3,FALSE
22,5,68,330.34,17.89,6098.63,338.81,14,38,9,FALSE
36,19,118,567.27,26.72,12044.99,669.17,23,69,37,FALSE
11,2,33,125.64,13.46,1172.67,65.15,8,19,3,FALSE
37,6,117,614.01,26.7,14122.17,784.57,24,71,11,TRUE
36,4,94,446.96,21.84,9145.48,508.08,25,56,7,TRUE
8,1,15,51.89,17.79,151.35,8.41,4,8,1,TRUE
44,4,115,620.12,38.46,9999.38,555.52,28,72,7,TRUE
1882,286,5392,55140.81,293.29,10367010.97,575945.03,1599,3149,503,TRUE
87,6,0,0,0,0,0,0,0,11,TRUE
42,6,0,0,0,0,0,0,0,11,TRUE
27,3,54,264.97,28.84,2434.43,135.25,22,33,5,TRUE
22,4,67,331.93,41.62,2647.15,147.06,15,38,7,FALSE
46,6,83,346.1,17.31,6922.08,384.56,36,51,11,FALSE
74,2,229,1394.03,86.3,22518.93,1251.05,45,124,3,TRUE
17,2,52,220.89,22.31,2186.83,121.49,14,30,3,FALSE
324,133,1612,10132.07,98.69,1040194.98,57788.61,286,1121,265,TRUE
18,2,0,0,0,0,0,0,0,3,TRUE
39,4,59,300.16,24.26,3714.48,206.36,31,37,5,TRUE
6,1,15,38.77,9.69,155.1,8.62,3,11,1,FALSE
37,4,104,529.1,29.14,9607.27,533.74,30,58,7,TRUE
23,2,86,433.82,33.37,5639.63,313.31,17,46,3,TRUE
62,4,205,1190.51,53.92,26287.7,1460.43,39,119,7,TRUE
90,11,389,2590.04,140.64,47699.98,2650,83,207,21,TRUE
74,8,155,874.8,44.48,17204.35,955.8,44,96,11,FALSE
12,2,37,167.37,34.71,806.97,44.83,4,22,3,FALSE
27,1,163,884.48,67.2,11640.91,646.72,16,95,1,FALSE
182,42,779,5219.64,79.97,340687.48,18927.08,148,457,83,TRUE
4,1,4,8,5.33,12,0.67,2,3,1,FALSE
13,4,0,0,0,0,0,0,0,7,TRUE
455,23,1793,13503.77,207.25,879854.82,48880.82,359,966,45,TRUE
4,1,4,8,5.33,12,0.67,2,3,1,FALSE
52,3,128,733.17,87.9,6115.74,339.76,21,71,5,TRUE
16,5,0,0,0,0,0,0,0,9,FALSE
43,4,125,701.84,68.19,7223.09,401.28,32,68,7,TRUE
21,5,61,305,34.29,2712.89,150.72,11,35,9,FALSE
32,3,113,570.02,48.56,6691.5,371.75,23,59,5,FALSE
47,9,147,816.52,29.46,22634.06,1257.45,33,84,17,TRUE
14,3,34,138.97,16.47,1172.59,65.14,10,19,5,FALSE
161,34,367,1611.98,14.38,180743.31,10041.3,114,229,67,FALSE
286,1,1797,13561.77,508.42,361750.51,20097.25,218,1019,1,TRUE
45,7,168,1008,75.6,13440,746.67,42,88,13,TRUE
21,2,79,398.51,38.32,4144.47,230.25,18,47,3,FALSE
20,2,26,104,20.22,534.86,29.71,10,18,3,FALSE
276,36,976,5982.18,51.65,692845.24,38491.4,198,584,71,FALSE
19,6,77,377.83,24.38,5856.37,325.35,14,46,11,FALSE
297,49,946,6724.66,95.74,472308.76,26239.38,265,550,97,TRUE
23,3,96,461.51,51.28,4153.55,230.75,16,51,5,TRUE
14,3,54,256.76,25.1,2626.89,145.94,11,35,5,FALSE
97,16,224,1230.18,23.77,63661.56,3536.75,62,125,31,FALSE
15,3,45,197.65,30.59,1277.15,70.95,10,24,5,TRUE
196,48,0,0,0,0,0,0,0,83,TRUE
37,6,90,461.64,26.74,7969.29,442.74,28,49,11,TRUE
26,3,66,294.32,24.53,3531.87,196.21,21,42,5,FALSE
28,5,67,331.93,26,4237,235.39,14,36,9,TRUE
436,64,956,7432.7,104.06,530873.29,29492.96,320,589,99,TRUE
4,2,18,73.57,16.35,331.08,18.39,2,10,3,FALSE
171,18,466,3039.98,85.63,107919.29,5995.52,117,253,35,FALSE
7,1,13,44.97,8.43,239.85,13.33,4,9,1,FALSE
6,1,21,72.65,21.79,242.16,13.45,4,13,1,FALSE
35,7,0,0,0,0,0,0,0,13,TRUE
4,1,6,15.51,6.2,38.77,2.15,2,5,1,FALSE
37,8,82,370.93,16.78,8197.6,455.42,24,48,15,FALSE
11,1,48,196.2,28.03,1373.39,76.3,9,28,1,FALSE
18,2,30,122.62,14.31,1051.06,58.39,13,18,3,TRUE
14,3,40,175.69,18.79,1642.73,91.26,12,23,5,FALSE
6,1,14,46.51,23.25,93.01,5.17,4,8,1,TRUE
22,3,53,239.75,19.11,3007.76,167.1,14,30,5,TRUE
4,1,5,11.61,7.74,17.41,0.97,2,3,1,TRUE
32,6,100,532.19,28.28,10014.9,556.38,23,54,11,FALSE
13,1,54,240.81,25.35,2287.69,127.09,8,35,1,FALSE
32,4,33,140.18,19.41,1012.42,56.25,18,20,7,TRUE
4,1,7,19.65,9.83,39.3,2.18,2,4,1,TRUE
23,3,73,365,38.02,3504,194.67,19,41,5,FALSE
26,4,64,300.83,18.38,4922.64,273.48,21,40,7,FALSE
4,1,5,11.61,7.74,17.41,0.97,2,3,1,FALSE
16,4,64,322.84,37.66,2767.21,153.73,12,34,7,FALSE
89,5,334,2004,73.87,54363.83,3020.21,61,184,9,TRUE
13,2,28,112,20.36,616,34.22,8,17,3,FALSE
26,4,50,235.02,23.5,2350.22,130.57,16,30,7,TRUE
35,12,136,680,24,19266.67,1070.37,28,86,23,TRUE
4,1,4,8,5.33,12,0.67,2,3,1,FALSE
97,15,314,1891.02,56,63855.03,3547.5,70,182,29,TRUE
70,13,215,972.57,27.92,33877.71,1882.09,48,139,25,TRUE
9,1,16,55.35,6.15,498.16,27.68,4,12,1,FALSE
33,9,103,540.54,24.32,12011.92,667.33,25,63,17,TRUE
7,1,17,58.81,25.73,134.42,7.47,5,9,1,FALSE
142,11,128,651.2,17.53,24187.25,1343.74,38,76,21,TRUE
32,14,0,0,0,0,0,0,0,27,FALSE
50,6,104,545.78,42.88,6946.35,385.91,40,69,7,FALSE
4,1,7,19.65,9.83,39.3,2.18,2,4,1,TRUE
18,4,47,212.61,25.77,1754.01,97.45,12,29,7,FALSE
43,11,138,702.07,77.37,6370.63,353.92,33,68,21,FALSE
23,2,50,222.97,17.7,2809.44,156.08,10,29,3,FALSE
39,6,79,401.91,39.35,4105.22,228.07,25,46,11,FALSE
39,8,106,520.13,17.68,15303.84,850.21,25,61,15,TRUE
20,3,68,333.67,42.69,2607.88,144.88,13,41,5,TRUE
41,6,163,842.7,27.63,25702.28,1427.9,25,102,11,FALSE
18,2,16,57.36,13.66,240.91,13.38,8,10,3,TRUE
115,15,327,1795.84,43.88,73491.13,4082.84,85,215,29,TRUE
9,1,16,55.35,24.22,126.52,7.03,4,8,1,FALSE
4,1,9,27,13.5,54,3,2,5,1,FALSE
43,4,144,771.49,48,12400.95,688.94,33,82,7,FALSE
181,37,555,3366.68,56.75,199743.56,11096.86,137,328,73,TRUE
42,4,0,0,0,0,0,0,0,7,FALSE
10,1,42,184.48,38.84,876.27,48.68,7,23,1,FALSE
50,11,139,754.25,29.4,19348.17,1074.9,32,80,20,FALSE
7,1,21,85.84,17.17,429.18,23.84,5,14,1,TRUE
51,8,137,752.38,29.39,19261.03,1070.06,40,73,15,FALSE
4,1,6,15.51,7.75,31.02,1.72,2,4,1,FALSE
34,4,85,417.09,42.78,4066.59,225.92,27,46,7,TRUE
24,6,91,466.76,22.04,9884.43,549.14,18,51,11,TRUE
4,1,7,19.65,9.83,39.3,2.18,2,4,1,FALSE
68,8,0,0,0,0,0,0,0,15,TRUE
70,5,203,1173.62,59.62,23101.7,1283.43,43,115,9,FALSE
23,3,59,286.62,17.52,4690.16,260.56,18,39,5,FALSE
122,41,391,2066.59,22.92,186362.34,10353.46,118,290,67,TRUE
88,15,268,1613.99,44.14,59011.68,3278.43,62,151,29,TRUE
112,31,238,1521.37,55.66,41584.16,2310.23,77,197,32,TRUE
126,32,337,1948.32,32.68,116160.08,6453.34,115,204,63,TRUE
16,2,0,0,0,0,0,0,0,3,FALSE
20,1,0,0,0,0,0,0,0,1,TRUE
9,3,24,101.95,14.87,699.09,38.84,6,16,5,FALSE
15,10,86,417.79,18.32,9525.53,529.2,9,62,19,TRUE
166,1,141,734.53,134.31,4016.98,223.17,145,71,1,TRUE
19,3,50,204.37,12.39,3372.16,187.34,12,32,5,FALSE
21,2,61,263.64,25.38,2738.9,152.16,12,44,3,TRUE
57,5,137,702.71,62.74,7870.37,437.24,29,81,9,TRUE
28,8,67,314.93,16.4,6046.65,335.92,22,43,15,FALSE
26,9,76,380,23.12,6244.67,346.93,15,47,17,FALSE
36,12,0,0,0,0,0,0,0,23,TRUE
83,10,0,0,0,0,0,0,0,19,FALSE
4,1,9,28.53,9.51,85.59,4.75,2,6,1,FALSE
4,1,0,0,0,0,0,0,0,1,FALSE
46,13,0,0,0,0,0,0,0,14,FALSE
32,4,66,310.23,45.03,2137.13,118.73,22,35,7,TRUE
8,1,20,74.01,37,148.02,8.22,6,11,1,FALSE
150,14,402,2480.31,67.49,91151.39,5063.97,119,255,27,FALSE
69,11,0,0,0,0,0,0,0,21,TRUE
23,5,37,144.55,36.14,578.22,32.11,17,21,9,FALSE
41,6,0,0,0,0,0,0,0,11,TRUE
8,2,26,104,12.48,866.67,48.15,4,16,3,TRUE
93,5,298,1832.62,56.24,59713.02,3317.39,56,162,9,TRUE
7,2,13,39,7.8,195,10.83,5,7,3,FALSE
18,4,73,371.38,30.32,4549.46,252.75,15,38,7,FALSE
41,4,102,448.02,24.04,8349.4,463.86,32,61,7,FALSE
23,2,50,226.18,33.51,1526.7,84.82,14,29,3,TRUE
9,1,32,125.02,28.85,541.76,30.1,7,19,1,TRUE
16,2,0,0,0,0,0,0,0,3,FALSE
42,1,170,959.46,85.34,10787.39,599.3,30,106,1,FALSE
16,2,35,148.68,17.84,1238.98,68.83,11,20,3,FALSE
53,11,0,0,0,0,0,0,0,21,FALSE
10,2,56,260.06,21.51,3144.31,174.68,8,37,3,TRUE
13,2,24,91.38,18.28,456.88,25.38,10,14,3,FALSE
117,13,190,923.02,49.52,17204,955.78,92,129,25,FALSE
4,1,10,33.22,9.49,116.27,6.46,2,7,1,FALSE
19,4,48,220.08,18.62,2600.92,144.5,14,28,7,TRUE
27,2,81,405,35.91,4567.5,253.75,21,52,3,FALSE
30,8,71,351.75,22.28,5552.59,308.48,18,45,15,TRUE
18,2,30,125.1,28.43,550.43,30.58,13,19,3,FALSE
423,32,1181,6976.04,47.44,1025844.72,56991.37,327,673,63,TRUE
15,8,57,254.19,14.53,4448.28,247.13,12,37,15,FALSE
4,1,5,11.61,7.74,17.41,0.97,2,3,1,FALSE
37,3,118,644.21,45.47,9126.35,507.02,29,73,5,TRUE
147,13,535,2903.05,25.77,326989.18,18166.07,119,299,25,FALSE
54,10,426,2546.32,48.31,134198.01,7455.45,40,276,18,FALSE
79,3,168,979.93,67.75,14173.92,787.44,71,87,5,TRUE
19,3,52,235.23,25.48,2171.31,120.63,11,28,5,TRUE
42,5,62,267.96,20.88,3438.81,191.05,17,41,9,FALSE
8,1,37,165,66,412.5,22.92,4,20,1,FALSE
12,2,19,70.31,12.56,393.73,21.87,7,12,3,TRUE
41,4,133,665,22.57,19595.33,1088.63,22,81,7,TRUE
13,1,45,171.33,11.9,2467.17,137.06,9,29,1,TRUE
47,12,149,683.16,14.64,31880.77,1771.15,36,93,23,FALSE
39,5,83,425.73,50.21,3609.84,200.55,28,46,9,TRUE
12,2,52,241.48,35.77,1629.99,90.56,9,28,3,FALSE
67,11,253,1346.45,24.12,75153.05,4175.17,53,152,21,FALSE
16,5,73,350.94,19.01,6478.84,359.94,11,41,9,FALSE
45,4,187,988.37,32.95,29651.11,1647.28,31,117,7,TRUE
43,3,172,882.24,49.73,15650.11,869.45,32,104,5,TRUE
57,1,239,1304.8,82.41,20659.4,1147.74,41,144,1,FALSE
22,8,161,658.08,17.73,24431.28,1357.29,16,111,15,FALSE
70,5,0,0,0,0,0,0,0,9,TRUE
112,12,0,0,0,0,0,0,0,23,TRUE
12,3,23,89.86,17.12,471.76,26.21,10,16,5,FALSE
97,24,254,1447.91,49.31,42515.95,2362,74,152,47,TRUE
26,1,74,339.29,20.2,5700.03,316.67,10,50,1,TRUE
118,31,468,2932.86,81.05,106132.73,5896.26,90,275,61,TRUE
82,12,0,0,0,0,0,0,0,23,TRUE
31,2,130,666.81,31.05,14318.8,795.49,28,79,3,TRUE
7,1,16,57.36,14.34,229.44,12.75,4,12,1,FALSE
16,2,38,152,12.16,1900,105.56,5,23,3,TRUE
32,4,82,360.17,22.01,5893.69,327.43,22,46,7,FALSE
24,3,54,250.77,27.75,2265.87,125.88,16,31,5,FALSE
11,2,20,78.14,14.88,410.22,22.79,9,13,3,FALSE
23,3,93,442.2,38.45,5085.35,282.52,18,47,5,TRUE
7,1,6,13.93,6.97,27.86,1.55,3,5,1,TRUE
22,3,0,0,0,0,0,0,0,5,FALSE
19,5,55,269.88,20.53,3546.98,197.05,13,32,9,TRUE
352,32,1896,12955.16,78.81,2129684.27,118315.79,314,1089,47,TRUE
28,9,177,915.08,23.73,35284.28,1960.24,24,108,17,TRUE
15,4,46,205.13,13.02,3230.86,179.49,13,28,7,FALSE
34,5,64,297.21,23.85,3703.65,205.76,29,37,9,TRUE
12,4,49,224.66,21.4,2358.96,131.05,8,28,7,TRUE
67,15,113,559.82,18.13,17284.57,960.25,39,74,29,FALSE
78,9,281,1593.95,43.32,58646.42,3258.13,49,184,17,FALSE
20,5,61,286.73,31.28,2628.33,146.02,18,36,9,FALSE
5,1,14,48.43,9.23,254.27,14.13,3,8,1,TRUE
12,4,45,203.56,23.38,1772.67,98.48,8,26,7,TRUE
27,3,84,403.82,21.25,7672.54,426.25,19,46,5,FALSE
38,6,103,510.28,24.53,10613.87,589.66,31,64,11,FALSE
45,4,153,835.29,32.81,21266.56,1181.48,37,86,7,TRUE
24,3,0,0,0,0,0,0,0,5,FALSE
19,3,45,203.56,31.13,1330.97,73.94,16,28,5,FALSE
4,1,9,27,13.5,54,3,2,5,1,FALSE
234,23,637,4104.16,69.09,243786.81,13543.71,134,373,45,TRUE
24,15,0,0,0,0,0,0,0,29,TRUE
38,5,139,780.44,35.47,17169.78,953.88,28,85,9,FALSE
6,1,17,64.73,16.18,258.89,14.38,4,11,1,FALSE
6,1,15,51.89,17.79,151.35,8.41,3,8,1,FALSE
5,2,14,50.19,20.08,125.47,6.97,3,7,3,FALSE
14,4,0,0,0,0,0,0,0,7,TRUE
12,2,16,59.21,14.5,241.76,13.43,7,9,3,TRUE
59,4,110,581.39,39.58,8539.23,474.4,37,63,7,TRUE
8,1,20,74.01,37,148.02,8.22,6,11,1,FALSE
29,3,0,0,0,0,0,0,0,5,TRUE
49,7,0,0,0,0,0,0,0,13,TRUE
46,4,214,1231.55,56.72,26742.14,1485.67,33,134,7,TRUE
120,5,745,4905.8,156,154274.41,8570.8,77,506,9,FALSE
13,2,12,36,18,72,4,7,8,3,TRUE
4,1,7,19.65,9.83,39.3,2.18,2,4,1,FALSE
123,2,661,4456.11,134.61,147512.6,8195.13,105,373,3,TRUE
88,6,354,2099.48,68.75,64109.15,3561.62,72,219,11,TRUE
97,32,597,3595.35,36.47,354399.14,19688.84,86,367,61,FALSE
24,2,89,418.34,18.68,9370.8,520.6,17,61,3,TRUE
116,16,361,2301.39,57.26,92489.79,5138.32,91,219,31,TRUE
16,5,68,288.86,12.48,6685.02,371.39,13,41,9,FALSE
31,7,92,464.08,26.52,8121.47,451.19,24,50,13,FALSE
10,2,30,129.66,13.3,1264.16,70.23,7,17,3,FALSE
58,6,169,905.43,27.37,29946.97,1663.72,43,106,11,FALSE
97,27,364,2113.88,43.7,102258.81,5681.04,85,235,53,TRUE
60,8,156,866.52,26.99,27818.77,1545.49,45,89,15,TRUE
22,3,38,174.23,14.93,2032.67,112.93,17,24,5,FALSE
12,3,37,167.37,24.34,1150.68,63.93,8,22,5,TRUE
53,8,127,743.96,51.4,10767.89,598.22,48,72,15,FALSE
15,1,66,289.89,30.92,2717.75,150.99,9,41,1,TRUE
20,2,56,274.79,31.25,2416.5,134.25,14,33,3,FALSE
12,2,23,94.01,26.86,329.04,18.28,7,13,3,TRUE
26,4,85,417.09,29.48,5900.54,327.81,21,48,7,FALSE
107,5,492,3303.41,163.64,66687.57,3704.86,99,283,9,TRUE
13,2,59,236,30.26,1840.8,102.27,9,33,3,TRUE
23,3,96,461.51,51.28,4153.55,230.75,17,51,5,TRUE
95,17,299,1766.16,55.63,56075.59,3115.31,81,172,33,TRUE
29,6,84,403.82,24.23,6730.3,373.91,18,59,11,FALSE
103,17,0,0,0,0,0,0,0,33,TRUE
